CVE-2014-9317,12/9/2014
CVE-2014-9318,12/9/2014
CVE-2014-9316,12/9/2014
CVE-2014-8549,11/5/2014
CVE-2014-9319,12/9/2014
CVE-2014-8548,11/5/2014
CVE-2014-8547,11/5/2014
CVE-2014-8546,11/5/2014
CVE-2014-8545,11/5/2014
CVE-2014-8544,11/5/2014
CVE-2014-8543,11/5/2014
CVE-2014-8542,11/5/2014
CVE-2014-8541,11/5/2014
CVE-2014-5272,11/3/2014
CVE-2014-5271,11/3/2014
CVE-2014-2263,2/28/2014
CVE-2014-2099,3/1/2014
CVE-2014-2098,3/1/2014
CVE-2014-2097,3/1/2014
CVE-2013-7024,12/9/2013
CVE-2013-7023,12/9/2013
CVE-2013-7022,12/9/2013
CVE-2013-7021,12/9/2013
CVE-2013-7020,12/9/2013
CVE-2013-7019,12/9/2013
CVE-2013-7018,12/9/2013
CVE-2013-7017,12/9/2013
CVE-2013-7016,12/9/2013
CVE-2013-7015,12/9/2013
CVE-2013-7014,12/9/2013
CVE-2013-7013,12/9/2013
CVE-2013-7012,12/9/2013
CVE-2013-7011,12/9/2013
CVE-2013-7010,12/9/2013
CVE-2013-7009,12/9/2013
CVE-2013-7008,12/9/2013
CVE-2013-4358,12/24/2013
CVE-2013-4265,11/23/2013
CVE-2013-4264,11/23/2013
CVE-2013-4263,11/23/2013
CVE-2013-3675,6/9/2013
CVE-2013-3674,6/9/2013
CVE-2013-3673,6/9/2013
CVE-2013-3672,6/9/2013
CVE-2013-3671,6/9/2013
CVE-2013-3670,6/9/2013
CVE-2013-2496,3/9/2013
CVE-2013-2495,3/9/2013
CVE-2013-2277,2/27/2013
CVE-2013-2276,2/27/2013
CVE-2013-0878,11/23/2013
CVE-2013-0877,11/23/2013
CVE-2013-0876,11/23/2013
CVE-2013-0875,11/23/2013
CVE-2013-0874,11/23/2013
CVE-2013-0873,11/23/2013
CVE-2013-0872,11/23/2013
CVE-2013-0869,11/23/2013
CVE-2013-0868,11/23/2013
CVE-2013-0867,11/23/2013
CVE-2013-0866,11/23/2013
CVE-2013-0865,11/23/2013
CVE-2013-0864,11/23/2013
CVE-2013-0863,11/23/2013
